drug_group	state	year	value
broad_spectrum_penicillin	Illinois	1999	177
broad_spectrum_penicillin	Illinois	2000	177
broad_spectrum_penicillin	Illinois	2001	221
broad_spectrum_penicillin	Illinois	2002	227
broad_spectrum_penicillin	Illinois	2003	235
broad_spectrum_penicillin	Illinois	2004	226
broad_spectrum_penicillin	Illinois	2005	274
broad_spectrum_penicillin	Illinois	2006	274
broad_spectrum_penicillin	Illinois	2007	273
broad_spectrum_penicillin	Illinois	2008	263
broad_spectrum_penicillin	Illinois	2009	270
broad_spectrum_penicillin	Illinois	2010	259
broad_spectrum_penicillin	Illinois	2011	276
broad_spectrum_penicillin	Illinois	2012	262
broad_spectrum_penicillin	Indiana	1999	239
broad_spectrum_penicillin	Indiana	2000	237
broad_spectrum_penicillin	Indiana	2001	264
broad_spectrum_penicillin	Indiana	2002	268
broad_spectrum_penicillin	Indiana	2003	287
broad_spectrum_penicillin	Indiana	2004	260
broad_spectrum_penicillin	Indiana	2005	299
broad_spectrum_penicillin	Indiana	2006	297
broad_spectrum_penicillin	Indiana	2007	290
broad_spectrum_penicillin	Indiana	2008	289
broad_spectrum_penicillin	Indiana	2009	285
broad_spectrum_penicillin	Indiana	2010	269
broad_spectrum_penicillin	Indiana	2011	296
broad_spectrum_penicillin	Indiana	2012	270
broad_spectrum_penicillin	Iowa	1999	213
broad_spectrum_penicillin	Iowa	2000	195
broad_spectrum_penicillin	Iowa	2001	235
broad_spectrum_penicillin	Iowa	2002	248
broad_spectrum_penicillin	Iowa	2003	256
broad_spectrum_penicillin	Iowa	2004	252
broad_spectrum_penicillin	Iowa	2005	294
broad_spectrum_penicillin	Iowa	2006	289
broad_spectrum_penicillin	Iowa	2007	251
broad_spectrum_penicillin	Iowa	2008	242
broad_spectrum_penicillin	Iowa	2009	235
broad_spectrum_penicillin	Iowa	2010	221
broad_spectrum_penicillin	Iowa	2011	243
broad_spectrum_penicillin	Iowa	2012	261
broad_spectrum_penicillin	Kansas	1999	247
broad_spectrum_penicillin	Kansas	2000	218
broad_spectrum_penicillin	Kansas	2001	249
broad_spectrum_penicillin	Kansas	2002	255
broad_spectrum_penicillin	Kansas	2003	264
broad_spectrum_penicillin	Kansas	2004	250
broad_spectrum_penicillin	Kansas	2005	283
broad_spectrum_penicillin	Kansas	2006	283
broad_spectrum_penicillin	Kansas	2007	281
broad_spectrum_penicillin	Kansas	2008	273
broad_spectrum_penicillin	Kansas	2009	262
broad_spectrum_penicillin	Kansas	2010	265
broad_spectrum_penicillin	Kansas	2011	272
broad_spectrum_penicillin	Kansas	2012	259
broad_spectrum_penicillin	Kentucky	1999	250
broad_spectrum_penicillin	Kentucky	2000	232
broad_spectrum_penicillin	Kentucky	2001	260
broad_spectrum_penicillin	Kentucky	2002	346
broad_spectrum_penicillin	Kentucky	2003	297
broad_spectrum_penicillin	Kentucky	2004	289
broad_spectrum_penicillin	Kentucky	2005	328
broad_spectrum_penicillin	Kentucky	2006	336
broad_spectrum_penicillin	Kentucky	2007	331
broad_spectrum_penicillin	Kentucky	2008	329
broad_spectrum_penicillin	Kentucky	2009	345
broad_spectrum_penicillin	Kentucky	2010	334
broad_spectrum_penicillin	Kentucky	2011	363
broad_spectrum_penicillin	Kentucky	2012	360
broad_spectrum_penicillin	Louisiana	1999	244
broad_spectrum_penicillin	Louisiana	2000	247
broad_spectrum_penicillin	Louisiana	2001	261
broad_spectrum_penicillin	Louisiana	2002	262
broad_spectrum_penicillin	Louisiana	2003	268
broad_spectrum_penicillin	Louisiana	2004	242
broad_spectrum_penicillin	Louisiana	2005	273
broad_spectrum_penicillin	Louisiana	2006	295
broad_spectrum_penicillin	Louisiana	2007	299
broad_spectrum_penicillin	Louisiana	2008	289
broad_spectrum_penicillin	Louisiana	2009	283
broad_spectrum_penicillin	Louisiana	2010	277
broad_spectrum_penicillin	Louisiana	2011	289
broad_spectrum_penicillin	Louisiana	2012	293
broad_spectrum_penicillin	Maine	1999	180
broad_spectrum_penicillin	Maine	2000	167
broad_spectrum_penicillin	Maine	2001	171
broad_spectrum_penicillin	Maine	2002	176
broad_spectrum_penicillin	Maine	2003	198
broad_spectrum_penicillin	Maine	2004	194
broad_spectrum_penicillin	Maine	2005	201
broad_spectrum_penicillin	Maine	2006	212
broad_spectrum_penicillin	Maine	2007	196
broad_spectrum_penicillin	Maine	2008	187
broad_spectrum_penicillin	Maine	2009	181
broad_spectrum_penicillin	Maine	2010	178
broad_spectrum_penicillin	Maine	2011	187
broad_spectrum_penicillin	Maine	2012	183
broad_spectrum_penicillin	Maryland	1999	226
broad_spectrum_penicillin	Maryland	2000	215
broad_spectrum_penicillin	Maryland	2001	224
broad_spectrum_penicillin	Maryland	2002	225
broad_spectrum_penicillin	Maryland	2003	248
broad_spectrum_penicillin	Maryland	2004	241
broad_spectrum_penicillin	Maryland	2005	256
broad_spectrum_penicillin	Maryland	2006	254
broad_spectrum_penicillin	Maryland	2007	240
broad_spectrum_penicillin	Maryland	2008	230
broad_spectrum_penicillin	Maryland	2009	232
broad_spectrum_penicillin	Maryland	2010	223
broad_spectrum_penicillin	Maryland	2011	256
broad_spectrum_penicillin	Maryland	2012	246
broad_spectrum_penicillin	Massachusetts	1999	251
broad_spectrum_penicillin	Massachusetts	2000	261
broad_spectrum_penicillin	Massachusetts	2001	259
broad_spectrum_penicillin	Massachusetts	2002	264
broad_spectrum_penicillin	Massachusetts	2003	285
broad_spectrum_penicillin	Massachusetts	2004	252
broad_spectrum_penicillin	Massachusetts	2005	275
broad_spectrum_penicillin	Massachusetts	2006	281
broad_spectrum_penicillin	Massachusetts	2007	261
broad_spectrum_penicillin	Massachusetts	2008	244
broad_spectrum_penicillin	Massachusetts	2009	242
broad_spectrum_penicillin	Massachusetts	2010	229
broad_spectrum_penicillin	Massachusetts	2011	228
broad_spectrum_penicillin	Massachusetts	2012	221
broad_spectrum_penicillin	Michigan	1999	207
broad_spectrum_penicillin	Michigan	2000	189
broad_spectrum_penicillin	Michigan	2001	216
broad_spectrum_penicillin	Michigan	2002	226
broad_spectrum_penicillin	Michigan	2003	236
broad_spectrum_penicillin	Michigan	2004	231
broad_spectrum_penicillin	Michigan	2005	275
broad_spectrum_penicillin	Michigan	2006	289
broad_spectrum_penicillin	Michigan	2007	290
broad_spectrum_penicillin	Michigan	2008	275
broad_spectrum_penicillin	Michigan	2009	273
broad_spectrum_penicillin	Michigan	2010	269
broad_spectrum_penicillin	Michigan	2011	285
broad_spectrum_penicillin	Michigan	2012	231
broad_spectrum_penicillin	Minnesota	1999	161
broad_spectrum_penicillin	Minnesota	2000	133
broad_spectrum_penicillin	Minnesota	2001	167
broad_spectrum_penicillin	Minnesota	2002	170
broad_spectrum_penicillin	Minnesota	2003	182
broad_spectrum_penicillin	Minnesota	2004	182
broad_spectrum_penicillin	Minnesota	2005	213
broad_spectrum_penicillin	Minnesota	2006	218
broad_spectrum_penicillin	Minnesota	2007	206
broad_spectrum_penicillin	Minnesota	2008	201
broad_spectrum_penicillin	Minnesota	2009	201
broad_spectrum_penicillin	Minnesota	2010	198
broad_spectrum_penicillin	Minnesota	2011	214
broad_spectrum_penicillin	Minnesota	2012	198
broad_spectrum_penicillin	Mississippi	1999	227
broad_spectrum_penicillin	Mississippi	2000	220
broad_spectrum_penicillin	Mississippi	2001	239
broad_spectrum_penicillin	Mississippi	2002	237
broad_spectrum_penicillin	Mississippi	2003	249
broad_spectrum_penicillin	Mississippi	2004	226
broad_spectrum_penicillin	Mississippi	2005	236
broad_spectrum_penicillin	Mississippi	2006	248
broad_spectrum_penicillin	Mississippi	2007	243
broad_spectrum_penicillin	Mississippi	2008	243
broad_spectrum_penicillin	Mississippi	2009	262
broad_spectrum_penicillin	Mississippi	2010	277
broad_spectrum_penicillin	Mississippi	2011	295
broad_spectrum_penicillin	Mississippi	2012	308
broad_spectrum_penicillin	Missouri	1999	217
broad_spectrum_penicillin	Missouri	2000	208
broad_spectrum_penicillin	Missouri	2001	262
broad_spectrum_penicillin	Missouri	2002	273
broad_spectrum_penicillin	Missouri	2003	283
broad_spectrum_penicillin	Missouri	2004	278
broad_spectrum_penicillin	Missouri	2005	302
broad_spectrum_penicillin	Missouri	2006	288
broad_spectrum_penicillin	Missouri	2007	279
broad_spectrum_penicillin	Missouri	2008	266
broad_spectrum_penicillin	Missouri	2009	275
broad_spectrum_penicillin	Missouri	2010	269
broad_spectrum_penicillin	Missouri	2011	278
broad_spectrum_penicillin	Missouri	2012	268
broad_spectrum_penicillin	Montana	1999	127
broad_spectrum_penicillin	Montana	2000	120
broad_spectrum_penicillin	Montana	2001	126
broad_spectrum_penicillin	Montana	2002	130
broad_spectrum_penicillin	Montana	2003	142
broad_spectrum_penicillin	Montana	2004	155
broad_spectrum_penicillin	Montana	2005	191
broad_spectrum_penicillin	Montana	2006	196
broad_spectrum_penicillin	Montana	2007	190
broad_spectrum_penicillin	Montana	2008	185
broad_spectrum_penicillin	Montana	2009	181
broad_spectrum_penicillin	Montana	2010	183
broad_spectrum_penicillin	Montana	2011	195
broad_spectrum_penicillin	Montana	2012	191
broad_spectrum_penicillin	Nebraska	1999	220
broad_spectrum_penicillin	Nebraska	2000	216
broad_spectrum_penicillin	Nebraska	2001	270
broad_spectrum_penicillin	Nebraska	2002	283
broad_spectrum_penicillin	Nebraska	2003	291
broad_spectrum_penicillin	Nebraska	2004	285
broad_spectrum_penicillin	Nebraska	2005	314
broad_spectrum_penicillin	Nebraska	2006	308
broad_spectrum_penicillin	Nebraska	2007	289
broad_spectrum_penicillin	Nebraska	2008	278
broad_spectrum_penicillin	Nebraska	2009	276
broad_spectrum_penicillin	Nebraska	2010	272
broad_spectrum_penicillin	Nebraska	2011	269
broad_spectrum_penicillin	Nebraska	2012	277
broad_spectrum_penicillin	Nevada	1999	141
broad_spectrum_penicillin	Nevada	2000	147
broad_spectrum_penicillin	Nevada	2001	171
broad_spectrum_penicillin	Nevada	2002	175
broad_spectrum_penicillin	Nevada	2003	186
broad_spectrum_penicillin	Nevada	2004	180
broad_spectrum_penicillin	Nevada	2005	229
broad_spectrum_penicillin	Nevada	2006	215
broad_spectrum_penicillin	Nevada	2007	198
broad_spectrum_penicillin	Nevada	2008	190
broad_spectrum_penicillin	Nevada	2009	176
broad_spectrum_penicillin	Nevada	2010	160
broad_spectrum_penicillin	Nevada	2011	215
broad_spectrum_penicillin	Nevada	2012	215
broad_spectrum_penicillin	New Hampshire	1999	184
broad_spectrum_penicillin	New Hampshire	2000	181
broad_spectrum_penicillin	New Hampshire	2001	183
broad_spectrum_penicillin	New Hampshire	2002	205
broad_spectrum_penicillin	New Hampshire	2003	222
broad_spectrum_penicillin	New Hampshire	2004	213
broad_spectrum_penicillin	New Hampshire	2005	221
broad_spectrum_penicillin	New Hampshire	2006	243
broad_spectrum_penicillin	New Hampshire	2007	223
broad_spectrum_penicillin	New Hampshire	2008	197
broad_spectrum_penicillin	New Hampshire	2009	191
broad_spectrum_penicillin	New Hampshire	2010	182
broad_spectrum_penicillin	New Hampshire	2011	219
broad_spectrum_penicillin	New Hampshire	2012	221
broad_spectrum_penicillin	New Jersey	1999	255
broad_spectrum_penicillin	New Jersey	2000	264
broad_spectrum_penicillin	New Jersey	2001	272
broad_spectrum_penicillin	New Jersey	2002	271
broad_spectrum_penicillin	New Jersey	2003	294
broad_spectrum_penicillin	New Jersey	2004	271
broad_spectrum_penicillin	New Jersey	2005	302
broad_spectrum_penicillin	New Jersey	2006	303
broad_spectrum_penicillin	New Jersey	2007	289
broad_spectrum_penicillin	New Jersey	2008	271
broad_spectrum_penicillin	New Jersey	2009	279
broad_spectrum_penicillin	New Jersey	2010	267
broad_spectrum_penicillin	New Jersey	2011	296
broad_spectrum_penicillin	New Jersey	2012	289
broad_spectrum_penicillin	New Mexico	1999	137
broad_spectrum_penicillin	New Mexico	2000	140
broad_spectrum_penicillin	New Mexico	2001	172
broad_spectrum_penicillin	New Mexico	2002	189
broad_spectrum_penicillin	New Mexico	2003	189
broad_spectrum_penicillin	New Mexico	2004	170
broad_spectrum_penicillin	New Mexico	2005	196
broad_spectrum_penicillin	New Mexico	2006	197
broad_spectrum_penicillin	New Mexico	2007	194
broad_spectrum_penicillin	New Mexico	2008	187
broad_spectrum_penicillin	New Mexico	2009	188
broad_spectrum_penicillin	New Mexico	2010	194
broad_spectrum_penicillin	New Mexico	2011	204
broad_spectrum_penicillin	New Mexico	2012	204
broad_spectrum_penicillin	New York	1999	227
broad_spectrum_penicillin	New York	2000	226
broad_spectrum_penicillin	New York	2001	235
broad_spectrum_penicillin	New York	2002	242
broad_spectrum_penicillin	New York	2003	257
broad_spectrum_penicillin	New York	2004	247
broad_spectrum_penicillin	New York	2005	278
broad_spectrum_penicillin	New York	2006	287
broad_spectrum_penicillin	New York	2007	280
broad_spectrum_penicillin	New York	2008	263
broad_spectrum_penicillin	New York	2009	264
broad_spectrum_penicillin	New York	2010	258
broad_spectrum_penicillin	New York	2011	256
broad_spectrum_penicillin	New York	2012	255
broad_spectrum_penicillin	North Carolina	1999	248
broad_spectrum_penicillin	North Carolina	2000	247
broad_spectrum_penicillin	North Carolina	2001	255
broad_spectrum_penicillin	North Carolina	2002	255
broad_spectrum_penicillin	North Carolina	2003	285
broad_spectrum_penicillin	North Carolina	2004	246
broad_spectrum_penicillin	North Carolina	2005	274
broad_spectrum_penicillin	North Carolina	2006	271
broad_spectrum_penicillin	North Carolina	2007	257
broad_spectrum_penicillin	North Carolina	2008	241
broad_spectrum_penicillin	North Carolina	2009	235
broad_spectrum_penicillin	North Carolina	2010	223
broad_spectrum_penicillin	North Carolina	2011	243
broad_spectrum_penicillin	North Carolina	2012	251
broad_spectrum_penicillin	North Dakota	1999	155
broad_spectrum_penicillin	North Dakota	2000	129
broad_spectrum_penicillin	North Dakota	2001	166
broad_spectrum_penicillin	North Dakota	2002	190
broad_spectrum_penicillin	North Dakota	2003	190
broad_spectrum_penicillin	North Dakota	2004	204
broad_spectrum_penicillin	North Dakota	2005	263
broad_spectrum_penicillin	North Dakota	2006	281
broad_spectrum_penicillin	North Dakota	2007	269
broad_spectrum_penicillin	North Dakota	2008	248
broad_spectrum_penicillin	North Dakota	2009	244
broad_spectrum_penicillin	North Dakota	2010	248
broad_spectrum_penicillin	North Dakota	2011	236
broad_spectrum_penicillin	North Dakota	2012	225
broad_spectrum_penicillin	Ohio	1999	214
broad_spectrum_penicillin	Ohio	2000	212
broad_spectrum_penicillin	Ohio	2001	227
broad_spectrum_penicillin	Ohio	2002	232
broad_spectrum_penicillin	Ohio	2003	243
broad_spectrum_penicillin	Ohio	2004	241
broad_spectrum_penicillin	Ohio	2005	278
broad_spectrum_penicillin	Ohio	2006	287
broad_spectrum_penicillin	Ohio	2007	276
broad_spectrum_penicillin	Ohio	2008	276
broad_spectrum_penicillin	Ohio	2009	270
broad_spectrum_penicillin	Ohio	2010	238
broad_spectrum_penicillin	Ohio	2011	261
broad_spectrum_penicillin	Ohio	2012	242
broad_spectrum_penicillin	Oklahoma	1999	206
broad_spectrum_penicillin	Oklahoma	2000	203
broad_spectrum_penicillin	Oklahoma	2001	237
broad_spectrum_penicillin	Oklahoma	2002	254
broad_spectrum_penicillin	Oklahoma	2003	269
broad_spectrum_penicillin	Oklahoma	2004	247
broad_spectrum_penicillin	Oklahoma	2005	258
broad_spectrum_penicillin	Oklahoma	2006	244
broad_spectrum_penicillin	Oklahoma	2007	250
broad_spectrum_penicillin	Oklahoma	2008	236
broad_spectrum_penicillin	Oklahoma	2009	226
broad_spectrum_penicillin	Oklahoma	2010	221
broad_spectrum_penicillin	Oklahoma	2011	240
broad_spectrum_penicillin	Oklahoma	2012	257
broad_spectrum_penicillin	Oregon	1999	147
broad_spectrum_penicillin	Oregon	2000	148
broad_spectrum_penicillin	Oregon	2001	147
broad_spectrum_penicillin	Oregon	2002	148
broad_spectrum_penicillin	Oregon	2003	148
broad_spectrum_penicillin	Oregon	2004	143
broad_spectrum_penicillin	Oregon	2005	177
broad_spectrum_penicillin	Oregon	2006	171
broad_spectrum_penicillin	Oregon	2007	164
broad_spectrum_penicillin	Oregon	2008	159
broad_spectrum_penicillin	Oregon	2009	156
broad_spectrum_penicillin	Oregon	2010	152
broad_spectrum_penicillin	Oregon	2011	163
broad_spectrum_penicillin	Oregon	2012	151
broad_spectrum_penicillin	Pennsylvania	1999	224
broad_spectrum_penicillin	Pennsylvania	2000	214
broad_spectrum_penicillin	Pennsylvania	2001	215
broad_spectrum_penicillin	Pennsylvania	2002	214
broad_spectrum_penicillin	Pennsylvania	2003	234
broad_spectrum_penicillin	Pennsylvania	2004	233
broad_spectrum_penicillin	Pennsylvania	2005	275
broad_spectrum_penicillin	Pennsylvania	2006	280
broad_spectrum_penicillin	Pennsylvania	2007	273
broad_spectrum_penicillin	Pennsylvania	2008	259
broad_spectrum_penicillin	Pennsylvania	2009	250
broad_spectrum_penicillin	Pennsylvania	2010	229
broad_spectrum_penicillin	Pennsylvania	2011	242
broad_spectrum_penicillin	Pennsylvania	2012	234
broad_spectrum_penicillin	Rhode Island	1999	300
broad_spectrum_penicillin	Rhode Island	2000	305
broad_spectrum_penicillin	Rhode Island	2001	294
broad_spectrum_penicillin	Rhode Island	2002	291
broad_spectrum_penicillin	Rhode Island	2003	310
broad_spectrum_penicillin	Rhode Island	2004	262
broad_spectrum_penicillin	Rhode Island	2005	289
broad_spectrum_penicillin	Rhode Island	2006	282
broad_spectrum_penicillin	Rhode Island	2007	268
broad_spectrum_penicillin	Rhode Island	2008	253
broad_spectrum_penicillin	Rhode Island	2009	255
broad_spectrum_penicillin	Rhode Island	2010	242
broad_spectrum_penicillin	Rhode Island	2011	236
broad_spectrum_penicillin	Rhode Island	2012	237
broad_spectrum_penicillin	South Carolina	1999	267
broad_spectrum_penicillin	South Carolina	2000	269
broad_spectrum_penicillin	South Carolina	2001	271
broad_spectrum_penicillin	South Carolina	2002	269
broad_spectrum_penicillin	South Carolina	2003	283
broad_spectrum_penicillin	South Carolina	2004	243
broad_spectrum_penicillin	South Carolina	2005	271
broad_spectrum_penicillin	South Carolina	2006	272
broad_spectrum_penicillin	South Carolina	2007	259
broad_spectrum_penicillin	South Carolina	2008	238
broad_spectrum_penicillin	South Carolina	2009	243
broad_spectrum_penicillin	South Carolina	2010	239
broad_spectrum_penicillin	South Carolina	2011	253
broad_spectrum_penicillin	South Carolina	2012	265
broad_spectrum_penicillin	South Dakota	1999	168
broad_spectrum_penicillin	South Dakota	2000	172
broad_spectrum_penicillin	South Dakota	2001	205
